,content,essay_label_id,Daily_life,Health_and_lifestyle,Selfawareness_and_Improvement,Language_Learning,Career_planning,Communication,Literature,Art,Sports,Traditional_custom,Hot_topic,History_Politics_Culture,Social_Progress_and_Human_Civilization,Technology_and_Invention,National_Geography,Natural_Environment_and_Heritage_Protection,Human_Environment_Animals_Plants,Human_Society_and_Environment,Cultural_heritage
244,"  W  alking in nature      Being outdoors is fun,but even more importantly,it’s good for the brain,body,and soul.   Here are some scientific reasons why you should get up close and personal with Mother Nature.  BEING OUTDOORS BOOSTS   ①  YOUR ENERGY.  Craving   ②  another cup of coffee?Maybe you should skip   ③  the caffeine and sit outside instead.   One study suggests that spending 20 minutes in the open air gives your brain an energy boost comparable to one cup of joe.  THE OUTDOORS IS GOOD FOR YOUR VISION   ④  .   Research shows that elementary school students who spend more time outdoors are less likely to develop nearsightedness.  NATURAL SUNLIGHT HELPS MITIGATE   ⑤  PAIN.  In one study,surgery   ⑥  patients who were exposed to   ⑦  high-intensity sunlight reported less stress and marginally less pain,and therefore took less pain medication   ⑧  .  THE OUTDOORS BOOSTS YOUR IMMUNE SYSTEM   ⑨  .  Scientists think that breathing in phytoncides—airborne chemicals produced by plants—increases our levels of white blood cells,helping us fight off infections and diseases.  THE OUTDOORS RESTORES YOUR FOCUS.  Can’t concentrate at work?Leave your office for a few minutes and go stroll   ⑩  in a nearby park.Studies show that walking in nature helps restore our focus.","['1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"   A Call      “  If it rings one more time,  I  ’  ll hang up.  ”  Amy thought hopefully, as she waited for someone to answer. Apologizing   ①  wasn  ’  t an easy thing to do.  “  Hello,  ”  a woman  ’  s voice said.   There was no backing out    ②   now.  “  May I speak to Missy, please?  ”  “  Just a minute.  ”  In much less than a minute, Missy was on the phone.  ”  Hi, who  ’  s calling?  ”  asked the cheerful voice.  “  It  ’  s Amy.I just wanted to tell you that I  ’  m sorry about what I said to you.I didn  ’  t really mean it.  ”  Amy paused   ③  , trying to think of what to say next.  “  Thank you, Amy. No hard feelings.  ”  “  Missy, you  ’  re a very nice person. You  ’  re a lot nicer than I am!  ”  Missy laughed.  “  You  ’  re not so bad, Amy. By the way,I  ’  ve got some great news.  Mr. Grumbell said that you were the only candidate   ④  for class president   ⑤  . He talked me into being a candidate too. Isn  ’  t that cool?  ”  Amy didn  ’  t think the news was cool. Missy was very popular; she  ’  d get a lot of votes   ⑥  . Fortunately, Amy was in a gracious   ⑦  mood.  “  You  ’  ll be a tough opponent   ⑧  , Missy,  ”  she said.  “  May the best woman win.  ”  “  Thanks, Amy,  ”  Missy replied.  “  But you might even win.  ”  Amy had to laugh.  “  Hey,   I   ’   m the one who   ’   s supposed to make comments    ⑨   like that!  ”","['1', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"   Do You Know Your Perception   ①   ?      Perception is a subjective experience.   As we know,everyone has different feeling about the same thing,like the same expression show in the video,but it create different feeling in audience’s heart.  What we think we see is actually filtered   ②  through our own mind’s eye.  We see the world through own mind’s eye.Usually,there will be many different views for one thing.Of course,we are not vision scientist,we don’t need spend much time to do a lot of research on it.  However,did you ever think a minute in your mind that can we use it on our study,work and life?  If our eyes only can see prize,why don’t you praise yourself appropriately?On the one hand,you can keep on your objective,continue to pursue your dream.On the other hand,it can make you feel easier to achieve it.Moreover,it can give you a colorful and meaningful life.  Most of time,we cannot wait for others giving our prize,but we can give it to ourselves.At least,this is one of the best ways to live your life.   Life always not easy,but it’s always up to you whether optimistic or pessimistic.  Therefore,try to love yourself and praise yourself more.At least,show the prize to your eyes.  For students,don’t so pessimistic to your grades in school.Try your best is ok.But it not means you can give up your dream.   On the contrary,insist your dream and achieve it,don’t let it go because of the cruel reality.  Hence   ③  ,show your gift to your eyes instead of your weakness.  After graduation,maybe you will become a manager or boss.Try to use the perception theory,it most likely will bring mutual benefit   ④  to your employees,customers and your company.  As for the family,we can live a harmonious   ⑤  life by praising family members more often as well.Don’t trouble difficult relationship between family members anymore.So,be generous to praise!  In short,you should try to use the perception theory instead only dr  i  ve  n  by it unconsciously   ⑥  .Don’t waste such an important resource,which god gives you without pay.","['1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0']",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
247,"   Smiling and Life Span       The broader your grin    ①   and the deeper the creases    ②   around your eyes when you smile,the longer you are likely to live   .  Broader grins and wrinkles around the eyes reflect an underlying   ③  positive outlook on life that translates into better long-term health,the researchers believe   。  Experts studied 230 pictures of major league baseball players printed in the 1952 Baseball Register   。   The researchers ranked    ④   each player according to whether they had no smile at all,a partial    ⑤   smile,where only the muscles around the mouth were involved,or a full-blown smile that featured a toothy grin,raised cheeks and creases around the eyes.  The researchers then compared the photos with the life span   ⑥  of each player   。  The results revealed   ⑦  that of the 184 players that had since died,those in the‘no smile’ category   ⑧  had lived an average of 72.9 years.   The findings support another study which showed that being happy can reduce the risk of heart disease.","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
248,"   The Sense of a Goose       Next autumn,when you see geese heading south for the winter,flying along in   'V'   formation    ①   ,you might consider what science has discovered as to why they fly that way.  As each bird flaps   ②  its wings,it creates uplift   ③  for the bird immediately following.By flying in  'V'  formation,the whole flock   ④  adds at least 71 percent greater flying range than if each bird flew on its own.   When a goose falls out of formation,it suddenly feels the drag and resistance    ⑤   of trying to go it alone--and quickly gets back into formation to take advantage of   ⑥   the lifting powerful of the bird in front.  When the head goose gets tired,it goes back in the wing and another goose flies point.Geese honk   ⑦  from behind to encourage those up front to keep up their speed.  Finally--and this is important--when a goose gets sick or is wounded by gunshot,and falls out of formation,two other geese fall out with that goose and follow it down to lend help and protection.   They stay with the fallen goose until it is able to fly or until it dies,and only then do they launch out   ⑧   on their own,or with another formation to catch up wi   t   h their own.  People who share common direction and sense of commun  i  ty can get where they are going more quickly and easily,because they are traveling on the thrust   ⑨  of one another.  If we have as much sense as a goose,we will stay in formation with those people who are heading in the same direction as we are.  If we have the sense of a goose,we will stand by each other like that.","['1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
249,"   Get Rid of Depression      Depression is like a  plague   ①  that hits every one of us at some point in life.  Everyone  copes with it in their own way,  but oftentimes it  ’  s hard to understand what exactly you feel and why yo  u feel like that.Feeling depressed for a few minutes and hours is a healthy reaction to a hard situation or event.  However,when you let this feeling stay with you for longer,you risk losing yourself and ruining your life.Even though you probably need to see your doctor,these depression  quotes   ②  may help you understand your true and deep feelings to know how t  o get rid of th  is plague.  1.Mood swings  “I  ’  ll never forget how the depression and loneliness felt good and bad at the same time.Still does.”It  ’  s  Henry Rollins  ’  quote that of  ten relates to me.One minute I feel the happiest person in the world and the next minute I feel awfully sad.I feel happy because I  ’  m alone,but feel depressed because I  ’  m lonely.  It  ’  s actually confused feeling.  2.Daytime nightmare  “I didn  ’  t want to wake up.I was having a much better time asleep.And that  ’  s really sad.It was almost like a  reverse   ③  nightmare,like when you wake up from a nightmare you  ’  re s  o relieved.I  woke up into a nightmare.”  —  Ned Vizzini  If you are  prone   ④  to depression,this feeling probably sounds familiar to you.  Depressed and sad people hav  e a tendency t  o sleep in but it  ’  s not the solution.  Exercise is a bette  r option.  3.Serious disease  Chronic   ⑤  depression isn  ’  t just bad feeling.It  ’  s a sign that you need a professional help.If you see someone feeling depressed all the time,  don  ’  t ignore them.   I   t   ’   s crucial that pe   ople start treating depression as a serious disease   and consult doctor w   hen they can   ’   t find the way out.  Barbara Kingsolver said it better than me,“There is no point treating a depressed person as though she were just feeling sad,saying,‘There now,  hang on,  you  ’  ll get over it.’  Sadness is more or less like a head cold-with patience,it passes.  Depression is like cancer.”  4.A cage without a key  As Elizabeth Wurtz  el profoundly said  ,“That  ’  s the thing about depression:   A human being can survive almost anything,as long as she sees the end in sight.  But depression is so  insidious   ⑥  ,and it  compound  s   ⑦  daily,that it  ’  s impossible to ever see the end.The fog is like a cage without a key.”  The only thing I can add is to stay strong and don  ’  t feel ashamed to seek help…Like she said we are strong enough to survive anything,  depression is no exception.  5.There’s always hope  Unfortunately,  most depressed people refuse to ask for help.Whether they don  ’  t recognize their problem or they wish to get rid of it,they believe telling someone about their feelings is a shame.It  ’  s not,  actually.  Ma  ny celebrities an  d ordinary people consult doctors when they feel depressed and they don  ’  t feel ashamed.  It  ’  s life.  Hopefully,  Howie Mandel  ’  s quote will inspire you to ask for help:“   There isn   ’   t anybody out there who doesn   ’   t have a mental health issue,whether it   ’   s depression,anxiety,or how to cope with relationships.  Having OCD is not an embarrassment anymore  —  for me.Just know that there is help and your life could be better if you go out and seek the help.”  Depression is a  harsh   ⑧  feeling.When you recognize all the  symptoms   ⑨  and ask for help at once,though,you can feel better in a matter of a week.  Love yourself.  Don  ’  t let anyone hurt you.  Surround yourself with positive people.  Do what makes you happy.  And  nourish   ⑩  your positive attitude on a daily basis.These are tiny pieces of advice I can give you.","['1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,"   Why can not fleas   ①   jump out of a jar   ②      You train fleas by potting   ③  them in a jar with a top on it.Fleas jump,so they will jump up and hit the top over and over and over again.   As you watch them jump and hit the top,you will notice something interesting.  The fleas continue to jump,but they are no longer jumping high enough to hit the top.Then,and its a matter of record,you can take the top off and though the fleas continue to jump,they won  ’  t jump out of the jar.I repeat,they won  ’  t jump out because they can  ’  t.The reason is simple.They have conditioned   ④  themselves to jump just so high.   Once they have conditioned themselves to jump just so high,that   ’   s all they can do   .  Many times,people do the same thing.They restrict   ⑤  themselves and never reach their potential.   Just like the fleas,they fail to jump higher,thinking they are doing all they can do   .","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1', '0']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
251,"   Health   F   ood       Health food is a general term applied to all kinds of foods that are considered more healthful   than the types of foods sold in supermarkets.  For example, whole grains, dried beans, and corm oil  are health foods.A narrower classification of health food is natural food. This term is used to  distinguish   ①  between types of the some f  ood. Raw honey is  a natural sweetener, whereas  refined   ②  sugar is not.Fresh fruit is a natural food  ,  but canned fruit  ,  with sugars and other additives   （添加剂）  ,  is not.   The most   precise    ③   term of all and the narrowest   classification with   in health foods is organic food   ,   used to describe food that has been grown on a particular kind of farm.  Fruits and vegetables that are grown in gardens that are treated only with organic fertilizers   （有机化肥）  ,  that are not  spray  ed   ④  with poisonous  insecticide  s   ⑤  ,  and that are not refined after harvest  ,  are organic foods.Meat  ,  fish  ,  dairy and  poultry   ⑥  products from animals that are fed only organically-grown feed and that are no  t injected w  ith hormones   （激素）   are also organic foods.  In choosing the type of food you eat  ,  then  ,  you have basically two choices:inorganic  ,  processed foods  ,  or organic  ,  unprocessed foods.A wise decision should include investigation of the reason why processed foods contain chemicals  ,  some of which are proved to be toxic   （有毒的）   and why vitamin content is greatly reduced in processed foods.  Bread is typically used by health food  advocates   ⑦  as an example of a processed food.  First  ,  the seeds from which the grain is grown are treated with a chemical which is extremely toxic.  Later  ,  the grain is sprayed with a number of very toxic insecticides.After the grain has been made into flour  ,  it is made white with another chemical which is also toxic.Next  ,  a  dough   ⑧  conditioner is added  ,  along with a softener.The conditioner and softener are poisons  ,  and in fact  ,  the softener has sickened and killed experimental animals.  A very toxic anti-fungal compound   （抗真菌化合物）  ,  is added to keep the bread from ge  t  ting  moldy   ⑨  .  Other foods from the supermarket would show a similar patte  rn  of processing and preserving.You see  ,  we buy our food on the basis of smell  ,  color  ,  and  texture   ⑩  ,  instead of vitamin content  ,  and manufacturers give us what we want  ,  even if it is poisonous.","['1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
252,"  The Great wall      Construction of Badaling in Yanqing County,Beijing,started in the Ming Dynasty (1368-1644) and underwent   ①  18 rebuilt from the Hongwu to the Wanli reign   ②  (1368-1620). Badaling leads to   ③  Beijing in the south,Yanqing in the north,Xuanhua and Datong in the west.   Hence    ④   the name Bad   a   means reaching out    ⑤   in all directions.  The wall, built with huge stone slabs   ⑥  on the outsiders 7.8 meters high on the average   ⑦  and 5.8 ~6.5 meters wide. The crenellated   （锯齿形的）  wall has parapets   （护墙）   ；  and watchtowers   （瞭望塔）  and fighting platforms are built at  250 -500 meters intervals   ⑧  . The castle was built in 1505 (the 18th year of the Ming Hongzhi reign).   The best preserved    ⑨   section of the Great Wall, Badaling locates at a very important position and has a beautiful surrounding scenery and its structures show a special grandeur    ⑩   .","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
253,"   Wealth and Health      Some think that wealth means everything.  In their eyes,they can  accomplish   ①  anything with enough money.   They will take big risks to make money   only with the result that they get neither wealth nor health.  Actually,health is more important than wealth.   Health is the   foundation    ②   of one   ’   s success.  If you become sick,  it is nearly impossible for you to  pursue   ③  your career successfully.  Also,a person suffering from illness can never enjoy his wealth.  Keep healthy first if you want to become wealthy.  Maybe wealth can improve health.  However,  health is more valuable because it is the  source   ④  of energy.  Therefore,you should keep healthy by exercising every day  following  proper   ⑤  diet,  forming good living habits and trying to avoid any  minor   ⑥  diseases.","['1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
254,"  The Lively Atlantic Ocean       Not all bodies of water are so evidently alive as the Atlantic Ocean, an S-shaped body of water covering 33 million square miles.  The Atlantic has, in a sense   ①  , replaced the Mediterranean as the inland sea of Western civilization   ②  . Unlike real inland seas, which seem strangely still, the Atlantic is rich in   ③  oceanic liveliness.   It is perhaps not surprising that its vitality    ④   has been much written about by ancient poets.  “Storm at Sea”, a short poem written around 700, is generally regarded as one of mankind’s earliest artistic representations   ⑤  of the Atlantic.  When the wind is from the west  All the waves that cannot rest  To the east must thunder on  Where the bright tree of the sun  Is rooted in   ⑥  the ocean’s breast.  As the poem suggests, the Atlantic is never dead and dull. It is an ocean that moves, impressively and endlessly. It makes all kinds of noise—it is forever thundering, boiling, crashing, and whistling.   It is easy to imagine the Atlantic trying to draw breath—perhaps not so noticeably    ⑦   out in mid-ocean, but where it meets land, its waters bathing up and down a sandy beach.  It mimics   ⑧  nearly perfectly the steady breathing of a living creature. It is filled with symbiotic   ⑨  existences, too; unimaginable quantities of creatures, little and large alike, mix within its depths in a kind of oceanic harmony, giving to the waters a feeling of heartbeat, a kind of sub-ocean vitality. And it has a psychology. It has personalities: sometimes peaceful and pleasant, on rare occasions rough   ⑩  and wild; always it is strong and striking.","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
255,"   H   ealth   P   roblems       With the improvement    ①   of people   ’   s living standards    ②   ,   people are paying more attention to health problems.   Firstly   ,   we should eat lots of fruit and vegetable because they are rich in vitamins    ③   and low in fat.  As a proverb   ④  says  “  An apple a day keeps the doctor away.”  Do  n  ’  t  have a lot of food that contains too much fat.  Secondly  ,  exercise is important.Regular exercise can help us keep our figures   ⑤  .People who do running every day usually have stronger hearts than those who don  ’  t.  Finally  ,  we should sleep about eight hours every day and never work too hard.Overwork and little sleep will cause us to fall ill.What  ’  s  more  ,  keep happy every day.","['1', '1', '1', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0']",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,"  A Brief Introduction to Ireland      Ireland has had a very difficult history. The problems started in the 16th century when English rulers tried to conquer   ①  Ireland. For hundreds of years, the Irish people fought against   ②  the English. Finally, in 1921, the British government was forced to give independence to the south of Ireland. The result is that today there are two   ＂   Irelands   ＂   . Northern Ireland, in the north, is part of the United Kingdom. The republic of Ireland, in the south, is an independent country.  In the 1840s the main crop, potatoes, was affected by disease and about 750, 000 people died of   ③  hunger. This, and a shortage of   ④  work, forced many people to leave Ireland and live in the USA, the UK, Australia and Canada.   As a result of   ⑤   these problems, the population fell from 8.2 million in 1841 to 6.6 million in 1851.  For many years, the majority of   ⑥  Irish people earned their living as farmers. Today, many people still work on the land but more and more people are moving to the cities to work in factories and offices.   Life in the cities is very different from life in the countryside, where things move at a quieter and slower pace.  The Irish are famous for being warm-hearted and friendly. Oscar Wilde, a famous Irish writer, once said that the Irish were   ＂   the greatest talkers since the Greeks   ＂   .   Since independence, Ireland has revived   ⑦   its own culture of music, language, literature and singing.  Different areas have different styles of old Irish songs which are sung without instruments. Other kinds of Irish music use many different instruments such as the violin, whistles, etc.","['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
257,"  Venice — Queen of the Adriatic      The historic city of Venice stretches   ①  across a shallow saltwater lagoon   ②  in northeast Italy. The city was once a major sea power and an important center for politics and trade.   It has since faded from glory and declined in influence, but the ""Queen of the Adriatic"" remains rich in beauty, art, and tourism.   Built on a string of islands alongside the Adriatic Sea, Venice is famous for its canals, which serve as roads.  The only transportation   ③  in the old city center has been by boat or on foot for centuries. Traditional Venetian boats still ferry   ④  tourists through the narrow canals, though nowadays most Venetians travel by motorized waterbus.   Arched footbridges traverse    ⑤   the canals, adding to the picturesque   ⑥   charm of this fairytale city.  Venice is Europe's largest car-free area and a World Heritage Site.   While its unique infrastructure   ⑦   is enough to make it a historic gem, Venice also boasts   ⑧   a rich cultural history.  During the Renaissance, Venice was one of the most important musical centers in Europe. Countless books, plays, musical compositions, and works of art have been inspired by Venice. Presently, the city draws more than seven million tourists per year.  Sadly, the future of Venice is threatened. Since the 20th century, when wells began to draw water from the ground to support local industry, Venice has been sinking. In many old houses, lower level staircases are now flooded and former ground floors have become uninhabitable   ⑨  . Nevertheless, Venetian life goes on and the city continues to charm   ⑩  its many visitors.","['1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '1']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
258,"   Love towards Homeless People      A former  cabinet   ①  minister once  infamously   ②  described the homeless as  “  the people you step over when you  ’  re coming out of the opera.  ”  As  reprehensible   ③  a joke as it is,his words are about to be thrown back at him,or rather sung back,by the kind of people he once stepped over.This week,Streetwise Opera,a company made up of homeless and ex-homeless players,is set to perform at the Royal Opera House as part of the London 2012 Festival  buil  t  up to   ④  the Olympic Games.And,  according to its founder,it  ’  s the first time the homeless have been part of an Olympic Games and not been  “  overlooked,  made unwelcome,or moved on.  ”  The  salutary   ⑤  thing about this story is that the people you and I,or even ministers,might be  “  stepping over  ”  almost certainly aren  ’  t who we think they are.The Streetwise Opera itself includes three ex-servicemen,an architect,two music teachers,or who for different reasons,found themselves without a home and on the street.   The idea that the homeless are different to the likes of us is really a failure of imagination.  It  ’  s also a very dangerous way of thinking.  As the latest natio  nal statistics relea  sed in June show,the number of homeless in England has risen by almost 1/5 compared with the same period last year.   Homelessness isn   ’   t something that happens to other people.  A few years ago,I stepped over someone lying in a  stairwell   ⑥  in Piccadilly.  I was so full of my own concerns,I didn  ’  t see a person,just a  n obstacle to get a  round.After walking about 50 yards I thought  “  what am I doing?  ”  I went back and asked him what he needed.It wasn  ’  t a great question.It was minus three degrees.  “  A  decent   ⑦  sleeping bag would be a start,  ”  he said.So I went to Lilywhites and got him a  tog   ⑧  factor 12 bag.When I returned we talked and he told me he  ’  d once been a soldier.What he really needed was to work again.  There  ’  s a story in Matthew  ’  s  gospel   ⑨  that  ’  s always kept me guessing   .It   ’   s both comfort to those in need and a warning to those who think they   ’   ve got it sorted.  It  ’  s the one where Jesus separates the sheep from the goats.And it suggests that  eternal   ⑩  life isn  ’  t dependent on how religious we are,but whether we  ’  ve actually fed the one who is hungry,  invited the stranger into our house,or clothed the person in need of clothes.  Because,  H  e points out,if we are doing it to them,we are doing it to Him.The next time we pass someone in a stairwell,it  ’  s worth thinking about who we might be stepping over.They may well be homeless.They might also be an ex-soldier,a former teacher,or a future opera singer,but perhaps most crucially of all,they could be you.They could be me,or even God Himself.","['1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0']",1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
259,"  A deaf baseball player---  William E.Hoy      In October  ,  1961  ,  at Crowley Field in Cincinnati  ,  Ohio  ,  an old  ,  deaf gentleman named William E.Hoy stood up to throw out the first ball of the World Series.   Most people at Crowley Field on that day probably did not remember Hoy because he had retired    （退休）    from professional baseball 58 years earlier.  However  ,  he had been an outstanding player and the deaf community still talks about him and his years in baseball.William E.Hoy was born in Houckstown  ,  Ohio  ,  on May 23d  ,  1862.He became deaf when he was two years old.He attended the Columbus Ohio School for the Deaf.   After graduation   ,   he started playing semi-pro    ①   baseball while working as a shoemaker.  Hoy began playing professional baseball in 1886 for Oshkosh   （   Wisconsin   ）   of the Northwestern League.In 1888  ,  he started as an outfielder   ②  with the old Washington Senators   ③  .His small stature   ④  and speed made him an outstanding base runner.He was very good at stealing bases during his career.In the 1888 major league season  ,  he stole 82 bases.He was also the Senators'  leading hitter in 1888.Hoy threw fight-handed and batted left-handed.On June 19  ,  1889  ,  he threw out three batters at the plate from his outfield position.  The arm signals used by umpires   （裁判）   today to show balls and strikes began because of Hoy.The umpire   ⑤  lifted his right arm to show that the pitch   ⑥  was a strike  ,  and his left arm to signal that it was a ball.  For many years  ,  people talked about Hoy's last ball game.He was playing for Los Angeles of the Pacific Coast Winter League.   It was a memorable game because Hoy made an unusual play which won the game.  It was a very foggy night and  ,  therefore  ,  very hard to see the ball.In the ninth inning   ⑦  ,  with two men out  ,  Hoy managed to catch a fly ball to make the third out.Los  A  ngeles defeated their opposition   ⑧  and won the pennant   （锦旗）   for the year.  Hoy married Anna Marie Lowery.The Hoys had many friends.Since they could not hear a doorbell or a knock on the door  ,  Hoy put a baseball in a groove   （槽）   by the door bell.The pulling of the bell knocked the ball onto the floor.The vibrations   ⑧  announced the visitor.  After he retired  ,  Hoy stayed busy.He ran a dairy farm near Cincinnati for 20 years.He also became a public speaker and traveled giving speeches.Until a few years before his death  ,  he took  4  and 10 mile walks several mornings a week.On December 15  ,  1961  ,  William Hoy died at the age of 99.","['0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"   Should Women Compete against Men in Sports?      This past October, American skiing champion Lindsey Vonn requested  permission   ①  from the International Ski Federation to compete against men in a downhill competition called the World Cup.  Vonn, who  dominate  s   ②  women’s downhill skiing, felt it was time for a new challenge. In 2010, she won the Olympic gold medal in downhill skiing. She has also earned 26 World Cup downhill victories. Nine of the World Cup wins took place in Lake Louise, Canada, which fans call “Lake Lindsey.”  Vonn is not the only female athlete with the desire to compete against men. Annika Sorenstam played golf against men at the P.G.A.  tournament   ③  in 2003. Danica Patrick raced to a third-place finish at the Indianapolis 500 in 2009. In 1973, tennis champ Billie Jean King beat Bobby Riggs in a nationally televised match.  Women athletes have come a long way since Title IX, a law that  ensure  s   ④  equal funding for male and female sports in schools.   Still, sports competitions in which men and women go head-to-head are few and far between.  Why is this so?   Some argue that even though the skills and strength of female athletes has increased greatly over the years, men still have a size and strength advantage.  Other critics say that female athletes should focus on women’s sports. They should stop comparing themselves to male athletes. Instead, they should work to  promote   ⑤  women’s sports as exciting, competitive events in themselves.  The International Ski Federation  reject  ed   ⑥  Vonn’s request. Its decision was not based on Vonn’s abilities. The Federation simply refused to change the rules.  Vonn says she will not give up. “There’s still next year,” she said. “I’m going to keep working hard to make my dream a reality.”","['1', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0']",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
261,"  The Forbidden City       The former Imperial Palace, known to Westerners as the Forbidden City, rectangular    ①   in shape and 720 thousand square meters in size,is surrounded by walls ten meters high and a moat    ②   52 meters wide.  The buildings with some nine thousand rooms are more than 560 years old and constitute   ③  the largest and most complete existing ensemble   ④  of traditional Chinese architecture.  Construction of the palace begins in 1406 during the reign   ⑤  of the third emperor of the Ming Dynasty,Yongle. It was finally completed in 1420.   The Imperial Palace is composed of    ⑥   the outer palace,where the emperors held official audiences, and the inner palace,which served as the living quarters for the imperial family.  This harmonious assemblage   ⑦  of buildings displays the best characteristics of ancient Chinese architecture-majestic   ⑧  style,flawless construction,and fine coordination   ⑨  of the while and the parts.   Now,the Forbidden City,the Palace Museum,is a treasure house of cultural relics, and a place that attracts approximately ten thousand visitors each day with its magnificent    ⑩   architecture and precious collections of cultural and art objects.","['1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
262,"  Dujiang Weir      Dujiang Weir   ①  ,or Dujiangyan Irrigation   ②  System,is located west of Dujiangyan City, Sichuan Province.   Originally it was called Du'an Weir after the name of the ancient Du'an County,where the weir was situated.  Since Song and Yuan Dynasties it was given the present name Dujiang Weir.  The irrigation system was constructed in 227 BC by Li Bing, governor   ③  of Shu Prefecture,over 2 200 years ago.   It is not only the earliest water control project in China, but also the only and the oldest remain of such in the whole world.   Characterized in its successful control of water without any blocking dam, Dujiang Weir is a milestone    ④   in the history of technology in China.  In December of 2000,Dujiang Weir was inscribed   ⑤  by UNESCO in World Heritage List as cultural heritages   ⑥  of the human world.","['1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
